otu_id,Wood49,Wood32,Wood41,Wood35,Wood9,Wood18,Wood47,Wood29,Wood24,Wood42,Wood30,Wood17,Wood12,Wood51,Wood26,Wood43,Wood37,Wood44,Wood10,Wood28,Wood19,Wood34,Wood52,Wood3,Wood36,Wood22,Wood40,Wood21,Wood31,Wood45,Wood39,Wood27,Wood16,Wood33,Wood11,Wood48,Wood50,Wood38,Wood13,Wood46,Wood20,Wood1,Wood15,taxonomy,Taxon,Taxon Level,Trophic Mode,Guild,Growth Morphology,Trait,Confidence Ranking,Notes,Citation/Source,,,,,,,
OTU_X149,0,0,0,0,0,0,1,76,2,2,0,3,0,0,18,0,4,0,0,0,0,9,44,12,0,0,3,8,0,0,0,8,0,20,0,2,0,36,11,2,203,0,3,100%|Exophiala_oligosperma|AY163551|SH193070.07FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__Exophiala_oligosperma,Exophiala,13,Saprotroph,Undefined Saprotroph,Facultative Yeast,NULL,Probable,NULL,b'Tedersoo L, et al. 2014. Science 346:1256688, Nagy GL, et al. 2014. Nature Communications 5:4471',,,,
OTU_X15,200,261,8,0,0,1,0,11,0,5126,9,22,58,593,0,0,0,0,4,1859,1,1,1,1458,0,1,0,0,0,0,0,545,0,0,0,2,0,616,0,0,22284,1,0,100%|Helotiales_sp|KF823615|SH192785.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unidentified;g__unidentified;s__Helotiales_sp,-,-,-,-,-,-,-,Unassigned,-,,,,,,,
OTU_X150,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,64,0,1,0,0,0,488,2,2,0,0,0,1,16,0,26,0,0,0,0,0,0,8,3,0,16,100%|Acremonium_cavaraeanum|JF912333|SH211100.07FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Incertae_sedis;g__Acremonium;s__Acremonium_cavaraeanum,Acremonium,13,Pathogen-Saprotroph-Symbiotroph,Wood Saprotroph,Microfungus,Soft Rot,Possible,Endophyte detection method-culture (Hanada et al. 2010, Del Olmo-Ruiz & Arnold 2014); Likely opportunistic human pathogen (Irinyi et al. 2015),b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-64; Nilsson T. 1973. Studies on wood degradation and cellulolytic activity of microfungi. No. 104; Worrall JJ, et al. 1997. Mycologia 89: 199-219; Hanada RE, et al. 2010. Fungal Biology 114:901-910; Del Olmo-Ruiz M, Arnold AE. 2014. Mycologia 106:8-21; Tedersoo L, et al. 2014. Science 346:1256688; Irinyi L, et al. 2015. Medical Mycology 53:313-337'
OTU_X151,0,0,0,0,0,0,3,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,100%|Entoloma_cetratum|GQ477136|SH221932.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma;s__Entoloma_cetratum,Entoloma,13,Saprotroph-Symbiotroph,Undefined Saprotroph,Agaricoid,NULL,Possible,NULL,b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 (ECM/(not ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 (sensu stricto); http://mycorrhizas.info/ecmf.html (ECM/(not ECM)',,,,,
OTU_X152,0,0,0,2,0,21,10,97,0,0,0,1,3,0,6,0,30,29,20,7,0,0,0,72,22,0,31,47,1,10,12,0,0,3,38,0,0,0,0,17,238,18,13,100%|Tremellomycetes_sp|EU292449|SH182180.07FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__unidentified;f__unidentified;g__unidentified;s__Tremellomycetes_sp,-,-,-,-,-,-,-,Unassigned,-,,,,,,,
OTU_X155,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,5,5,132,0,0,0,0,0,0,0,0,2,0,2,0,0,0,11,0,0,227,0,3,100%|Phialocephala_scopiformis|AF486126|SH218120.07FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Vibrisseaceae;g__Phialocephala;s__Phialocephala_scopiformis,Phialocephala,13,Symbiotroph,Endophyte,NULL,NULL,Highly Probable,Dark Septate Endophyte, known from plant roots.,b'Newsham 2011. New Phytologist 190:783-793 (as DSE)',,,,,,
OTU_X156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,0,0,0,0,0,0,0,0,0,0,100%|Trichoderma_virens|JX514857|SH181539.07FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__Trichoderma_virens,Hypocreales,7,Saprotroph,Undefined Saprotroph,Microfungus,NULL,Possible,NULL,b'Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158',,,,,,
OTU_X157,3,15,4,0,0,43,31,2,16,32,0,74,2,6,1,10,40,0,12,3,1,2,87,43,0,0,155,48,3,0,0,31,0,18,0,3,0,3,16,6,5,9,6,100%|Exophiala_sp|EF373558|SH181674.07FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__Exophiala_sp,Exophiala,13,Saprotroph,Undefined Saprotroph,Facultative Yeast,NULL,Probable,NULL,b'Tedersoo L, et al. 2014. Science 346:1256688, Nagy GL, et al. 2014. Nature Communications 5:4471',,,,
OTU_X159,0,0,0,1,0,0,5,0,0,37,5,75,4,0,118,0,79,0,2,0,0,6,0,1,0,0,0,7,0,0,0,0,0,0,0,3,21,0,5,0,0,0,0,100%|ascomycete_sp._CH-TcG|EF373586|unidentified|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__ascomycete_sp._CH-TcG,-,-,-,-,-,-,-,Unassigned,-,,,,,,,
OTU_X16,0,0,0,0,0,0,1,4,7,0,0,3,1,0,6,0,1,226,0,3,0,1,0,1178,0,0,0,0,1,2,5,0,5,1,0,0,0,0,1,0,0,0,19189,100%|Talaromyces_leycettanus|L14527|SH209397.07FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__Talaromyces_leycettanus,Talaromyces,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,b'Tedersoo L, et al. 2014. Science 346:1256688',,,,,,
OTU_X160,0,0,0,0,0,0,0,62,0,1,0,0,0,0,0,0,9,0,0,0,0,381,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%|Russula_sp|HQ021793|SH220827.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__Russula_sp,Russula,13,Symbiotroph,Mycorrhizal,Agaricoid,NULL,Highly Probable,NULL,b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html',,,,,
OTU_X161,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,24,40,0,0,0,0,0,0,0,0,0,0,0,26,0,1,0,549,0,0,0,0,0,100%|Sistotrema_brinkmannii|DQ093653|SH185807.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Hydnaceae;g__Sistotrema;s__Sistotrema_brinkmannii,Sistotrema,13,Saprotroph-Symbiotroph,Wood Saprotroph,Resupinate,White Rot,Possible,NULL,b'Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo; Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 (ECM/not ECM).; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 pro parte.; http://mycorrhizas.info/ecmf.html (ECM/not ECM).',,,
OTU_X162,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,345,0,0,0,0,0,0,0,0,0,0,3,0,1,10,0,100%|Helotiales_sp|HQ335298|SH194393.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unidentified;g__unidentified;s__Helotiales_sp,-,-,-,-,-,-,-,Unassigned,-,,,,,,,
OTU_X163,0,1,0,1,1,0,0,0,58,2,1,47,0,0,0,1,1,1,0,0,0,33,358,1,1,214,3,42,3,1,0,1,19,0,1,65,0,19,5,9,0,0,0,100%|Chaetothyriales_sp|HQ022023|SH208603.07FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unidentified;g__unidentified;s__Chaetothyriales_sp,-,-,-,-,-,-,-,Unassigned,-,,,,,,,
OTU_X164,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,416,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,47,0,100%|Rhodocollybia_butyracea|GU318386|unidentified|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Omphalotaceae;g__Rhodocollybia;s__Rhodocollybia_butyracea,Rhodocollybia,13,Saprotroph,Undefined Saprotroph,Agaricoid,NULL,Probable,NULL,b'Tedersoo L, et al. 2014. Science 346:1256688',,,,,,
OTU_X165,0,0,0,0,0,0,0,0,0,0,1,161,1,14,0,0,0,9,0,20,0,40,0,0,0,0,0,0,4,0,0,0,0,0,0,165,0,0,5,0,204,0,0,100%|Russula_silvestris|UDB018431|SH218436.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__Russula_silvestris,Russula,13,Symbiotroph,Mycorrhizal,Agaricoid,NULL,Highly Probable,NULL,b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html',,,,,
OTU_X166,0,0,0,0,60,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,269,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,100%|Trichosporon_dehoogii|AF444476|SH196641.07FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;f__Trichosporonaceae;g__Trichosporon;s__Trichosporon_dehoogii,Trichosporon,13,Pathotroph,Plant Pathogen,NULL,NULL,Probable,Likely opportunistic human pathogen (Irinyi et al. 2015),b'Irinyi L, et al. 2015. Medical Mycology 53:313-337; http://www.cdc.gov',,,,,,
OTU_X167,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,112,0,0,202,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0,0,100%|Lecythophora_fasciculata|HE610336|SH191371.07FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae;g__Lecythophora;s__Lecythophora_fasciculata,Lecythophora,13,Symbiotroph,Endophyte,NULL,NULL,Highly Probable,Dark Septate Endophyte, known from plant roots.,b'Taylor DL, et al. 2014. Ecological Monographs 84:3-20',,,,,
OTU_X168,0,0,0,0,0,0,0,0,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100%|Sistotrema_brinkmannii|DQ899094|SH185808.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Hydnaceae;g__Sistotrema;s__Sistotrema_brinkmannii,Sistotrema,13,Saprotroph-Symbiotroph,Wood Saprotroph,Resupinate,White Rot,Possible,NULL,b'Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo; Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 (ECM/not ECM).; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 pro parte.; http://mycorrhizas.info/ecmf.html (ECM/not ECM).',,,
OTU_X169,3,0,1,0,0,0,1,75,0,7,0,0,0,0,0,2,3,24,19,39,0,35,5,23,1,0,63,0,2,0,1,3,1,7,7,13,37,13,0,4,12,2,29,100%|Mortierella_humilis|JN943793|SH196779.07FU|refs|k__Fungi;p__Zygomycota;c__Incertae_sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_humilis,Mortierella,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,b'Tedersoo L, et al. 2014. Science 346:1256688',,,,,,
OTU_X17,37,583,229,234,144,1,104,67,4924,1802,468,2914,87,41,1,460,12576,0,273,17,85,255,4327,444,6,49,314,3234,215,18,1,867,163,942,0,7,193,616,2,39,258,4,0,100%|Helotiales_sp|AB712011|SH211378.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unidentified;g__unidentified;s__Helotiales_sp,-,-,-,-,-,-,-,Unassigned,-,,,,,,,
OTU_X170,0,0,0,0,0,43,0,0,0,160,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,19,8,0,1,0,0,0,425,0,0,0,8,0,0,3,100%|Proliferodiscus_sp|JN033452|SH196496.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Proliferodiscus;s__Proliferodiscus_sp,Proliferodiscus,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,b'Tedersoo L, et al. 2014. Science 346:1256688',,,,,,
OTU_X171,0,0,0,7,0,0,32,5,0,3,0,0,9,0,16,0,4,20,0,0,0,0,1,3,1,0,34,7,0,3,7,1,0,6,0,0,0,0,0,168,3,3,0,100%|Cladophialophora_sp|AY843173|SH193250.07FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Cladophialophora;s__Cladophialophora_sp,Cladophialophora,13,Saprotroph,Undefined Saprotroph,Facultative Yeast,NULL,Probable,NULL,b'James TY, et al. 2006. Nature 443:818-822',,,,,,
OTU_X172,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,1,108,0,0,0,0,0,158,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,28,0,0,100%|Cystofilobasidiales_sp|AM999645|SH182182.07FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__unidentified;g__unidentified;s__Cystofilobasidiales_sp,-,-,-,-,-,-,-,Unassigned,-,,,,,,,
OTU_X174,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,1,0,2,130,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,100%|Trichoderma_erinaceum|KC171340|SH327538.07FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__Trichoderma_erinaceum,Hypocreales,7,Saprotroph,Undefined Saprotroph,Microfungus,NULL,Possible,NULL,b'Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158',,,,,,
OTU_X175,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%|Peyronellaea_sancta|FJ427063|SH408326.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Incertae_sedis;g__Peyronellaea;s__Peyronellaea_sancta,Peyronellaea,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,b'Tedersoo L, et al. 2014. Science 346:1256688',,,,,,
OTU_X176,0,0,0,0,5,0,0,0,4,3,0,0,0,0,0,0,21,0,17,0,0,0,0,0,0,542,0,1,0,0,0,0,0,0,0,22,0,7,0,0,0,133,0,100%|Russula_sp|DQ777972|SH218434.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__Russula_sp,Russula,13,Symbiotroph,Mycorrhizal,Agaricoid,NULL,Highly Probable,NULL,b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html',,,,,
OTU_X178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%|Coccomyces_australis|EF191240|SH203130.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Coccomyces;s__Coccomyces_australis,Coccomyces,13,Pathotroph,Plant Pathogen,NULL,NULL,Probable,NULL,b'Tedersoo L, et al. 2014. Science 346:1256688',,,,,,
OTU_X18,0,0,0,2,0,0,0,18090,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100%|Hypocreaceae_sp|EF417484|SH177684.07FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__unidentified;s__Hypocreaceae_sp,Hypocreales,7,Saprotroph,Undefined Saprotroph,Microfungus,NULL,Possible,NULL,b'Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158',,,,,,
OTU_X180,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,304,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,100%|Phanerochaete_sordida|UDB017837|SH191857.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Phanerochaetaceae;g__Phanerochaete;s__Phanerochaete_sordida,Phanerochaete,13,Saprotroph,Wood Saprotroph,Resupinate,White Rot,Highly Probable,NULL,b'Glenn JK, et al. 1983. Biochemical and Biophysical Research Communications 114:1077-1083',,,,,,
OTU_X181,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,303,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,100%|Mortierella_alliacea|KF359672|SH187861.07FU|reps|k__Fungi;p__Zygomycota;c__Incertae_sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_alliacea,Mortierella,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,b'Tedersoo L, et al. 2014. Science 346:1256688',,,,,,
OTU_X182,0,0,0,0,0,0,0,0,2,20,7,3,0,1,0,3,11,0,0,0,1,8,86,0,0,24,0,0,6,0,0,0,51,0,0,7,28,9,0,0,0,0,0,100%|Helotiales_sp|HQ625480|SH214286.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unidentified;g__unidentified;s__Helotiales_sp,-,-,-,-,-,-,-,Unassigned,-,,,,,,,
OTU_X183,72,0,0,0,2,2,0,0,3,0,0,0,0,104,0,0,0,3,3,52,0,6,0,0,0,273,0,0,0,0,1,1,33,0,0,11,0,0,0,0,13,0,1,100%|Lactarius_sp|AY969884|SH220126.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_sp,Lactarius,13,Symbiotroph,Mycorrhizal,Agaricoid,NULL,Highly Probable,Common name - milk-cap,b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html',,,,,
OTU_X184,0,0,0,0,0,0,0,0,25,30,0,495,0,153,0,8,9,0,38,0,0,140,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,100%|uncultured_fungus|JX860487|unidentified|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus,-,-,-,-,-,-,-,Unassigned,-,,,,,,,
OTU_X185,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0,0,0,0,0,100%|Leotiomycetes_sp|JN835204|SH211418.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__unidentified;f__unidentified;g__unidentified;s__Leotiomycetes_sp,-,-,-,-,-,-,-,Unassigned,-,,,,,,,
OTU_X186,4,3,1,0,4,0,0,4,4,0,0,7,0,2,0,1,8,0,5,3,23,3,0,3,0,21,5,277,0,0,3,9,0,12,2,28,0,0,9,0,0,0,5,100%|Umbelopsis_isabellina|JN206400|SH196090.07FU|refs|k__Fungi;p__Zygomycota;c__Incertae_sedis;o__Mucorales;f__Umbelopsidaceae;g__Umbelopsis;s__Umbelopsis_isabellina,Umbelopsis,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,b'Tedersoo L, et al. 2014. Science 346:1256688',,,,,,
OTU_X187,0,0,14,0,0,0,0,18,0,8,0,7,17,0,6,0,3,87,0,5,27,4,2,12,0,0,3,0,0,0,0,21,0,7,0,4,9,0,0,1,0,2,0,100%|Lecanoromycetes_sp|JN053083|SH200317.07FU|reps|k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__unidentified;f__unidentified;g__unidentified;s__Lecanoromycetes_sp,-,-,-,-,-,-,-,Unassigned,-,,,,,,,
OTU_X188,0,3,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,5,169,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%|Helotiales_sp|JN655591|SH181109.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unidentified;g__unidentified;s__Helotiales_sp,-,-,-,-,-,-,-,Unassigned,-,,,,,,,
OTU_X189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%|uncultured_fungus|GU053924|unidentified|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus,-,-,-,-,-,-,-,Unassigned,-,,,,,,,
OTU_X19,0,1796,785,4,0,15,0,2,104,8535,1569,3,0,2446,0,6917,61,0,0,0,844,173,1360,15,1,0,45,28,0,0,0,253,0,20,0,0,0,3,0,1,3,1,0,100%|Sporothrix_sp|AY618685|SH206496.07FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Ophiostomatales;f__Ophiostomataceae;g__Sporothrix;s__Sporothrix_sp,Sporothrix,13,Pathotroph-Saprotroph-Symbiotroph,Litter Saprotroph,NULL,NULL,Probable,Endophyte detection method-culture (Dik et al. 1998); The fungal genus Sporothrix comprises a group of thermodimorphic pathogens that cause skin infections in humans and other mammals. Rose gardener’s disease (Sporotrichosis) occurs worldwide, with hyperendemic areas in Brazil, China, and South Africa (Rodrigues et al. 2016); The fungus lives throughout the world in soil and on plant matter such as sphagnum moss, rose bushes, and hay (www.cdc.gov),b'Dik AJ, et al. 1998. European Journal of Plant Pathology 104:413-423; Rodrigues AM, et al. 2016. PLoS Pathogens 12:e1005638; https://www.cdc.gov'
OTU_X190,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%|Coniochaetaceae_sp|HQ701744|SH191375.07FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae;g__unidentified;s__Coniochaetaceae_sp,-,-,-,-,-,-,-,Unassigned,-,,,,,,,
OTU_X191,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,2,0,0,0,0,211,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,100%|Clavicipitaceae_sp|HQ873382|SH219997.07FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__unidentified;s__Clavicipitaceae_sp,Hypocreales,7,Saprotroph,Undefined Saprotroph,Microfungus,NULL,Possible,NULL,b'Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158',,,,,,
OTU_X193,0,0,0,0,0,0,0,0,0,4,45,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,203,0,0,0,0,0,0,0,0,0,100%|Hymenoscyphus_sp|GU479911|SH181120.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Hymenoscyphus;s__Hymenoscyphus_sp,Hymenoscyphus,13,Saprotroph,Undefined Saprotroph,Microfungus,NULL,Probable,NULL,b'Tedersoo L, et al. 2014. Science 346:1256688',,,,,,
OTU_X194,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,140,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,100%|Leucosporidiales_sp|KF617734|SH193767.07FU|reps|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Leucosporidiales;f__unidentified;g__unidentified;s__Leucosporidiales_sp,-,-,-,-,-,-,-,Unassigned,-,,,,,,,
OTU_X195,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,235,90,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,100%|Dacrymyces_subantarcticensis|AB712466|unidentified|reps|k__Fungi;p__Basidiomycota;c__Dacrymycetes;o__Dacrymycetales;f__Dacrymycetaceae;g__Dacrymyces;s__Dacrymyces_subantarcticensis,-,-,-,-,-,-,-,Unassigned,-,,,,,,,
OTU_X196,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,100%|uncultured_fungus|KT220226|unidentified|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus,-,-,-,-,-,-,-,Unassigned,-,,,,,,,
OTU_X198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%|Sordariales_sp._KO-groupD_2014|AB986410|unidentified|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__unidentified;g__unidentified;s__Sordariales_sp._KO-groupD_2014,-,-,-,-,-,-,-,Unassigned,-,,,,,,,
OTU_X199,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%|uncultured_Helotiales|FN565263|unidentified|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unidentified;g__unidentified;s__uncultured_Helotiales,-,-,-,-,-,-,-,Unassigned,-,,,,,,,
OTU_X2,2,982,4,2,8,32474,3771,3,1,4,0,50691,6416,0,42687,38,326,3810,1525,7,358,32915,15552,7,1,0,2304,355,2585,2,3,4,11,3,3,130,8,2480,2577,4347,6,48299,2,100%|Phanerochaete_sp|KJ140557|SH201132.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Phanerochaetaceae;g__Phanerochaete;s__Phanerochaete_sp,Phanerochaete,13,Saprotroph,Wood Saprotroph,Resupinate,White Rot,Highly Probable,NULL,b'Glenn JK, et al. 1983. Biochemical and Biophysical Research Communications 114:1077-1083',,,,,,
